Variable Name,context,Item_content,Responses,Domain,Sub-Domain
rp02,"(SF-36v2 acute)
During the <U>past week</U>, how much of the time have you had any of the following problems with your work or other regular daily activities <U>as a result of your physical health</U>?",<U>Accomplished less</U> than you would like,1 = All of the time 2 = Most of the time 3 = Some of the time 4 = A little of the time 5 = None of the time,Social Role,Participation
rp03,"(SF-36v2 acute)
During the <U>past week</U>, how much of the time have you had any of the following problems with your work or other regular daily activities <U>as a result of your physical health</U>?",Were limited in the <U>kind</U> of work or other activities,1 = All of the time 2 = Most of the time 3 = Some of the time 4 = A little of the time 5 = None of the time,Social Role,Participation
rp04,"(SF-36v2 acute)
During the <U>past week</U>, how much of the time have you had any of the following problems with your work or other regular daily activities <U>as a result of your physical health</U>?","Had <U>difficulty</U> performing the work or other activities (for example, it took extra effort)",1 = All of the time 2 = Most of the time 3 = Some of the time 4 = A little of the time 5 = None of the time,Social Role,Participation
re01,"(SF-36v2 acute)
During the <U>past week</U>, how much of the time have you had any of the following problems with your work or other regular daily activities <U>as a result of any emotional problems</U> (such as feeling depressed or anxious)?",Cut down on the <U>amount of time</U> you spent on work or other activities,1 = All of the time 2 = Most of the time 3 = Some of the time 4 = A little of the time 5 = None of the time,Social Role,Participation
re02,"(SF-36v2 acute)
During the <U>past week</U>, how much of the time have you had any of the following problems with your work or other regular daily activities <U>as a result of any emotional problems</U> (such as feeling depressed or anxious)?",<U>Accomplished less</U> than you would like,1 = All of the time 2 = Most of the time 3 = Some of the time 4 = A little of the time 5 = None of the time,Social Role,Participation
re03,"(SF-36v2 acute)
During the <U>past week</U>, how much of the time have you had any of the following problems with your work or other regular daily activities <U>as a result of any emotional problems</U> (such as feeling depressed or anxious)?",Did work or other activities <U>less carefully than usual</U>,1 = All of the time 2 = Most of the time 3 = Some of the time 4 = A little of the time 5 = None of the time,Social Role,Participation
sf01,"(sf-36v2 acute)
During the <U>past week</U>, to what extent has your physical health or emotional problems interfered with your normal social activities with family, friends, neighbors, or groups?",,1 = Not at all 2 = Slightly 3 = Moderately 4 = Quite a bit 5 = Extremely,Social Role,Participation
sf02,"(sf-36v2 acute)
During the <U>past week</U>, how much of the time has your <U>physical health or emotional problems</U> interfered with your social activities (like visiting friends, relatives, etc.)?",,1 = All of the time 2 = Most of the time 3 = Some of the time 4 = A little of the time 5 = None of the time,Social Role,Participation
BPI12,Please rate your pain by selecting the one number that best describes your pain at its <U>worst</U> in the last week.,Worst pain in the last week,0 = 0 1 = 1 2 = 2 3 = 3 4 = 4 5 = 5 6 = 6 7 = 7 8 = 8 9 = 9 10 = 10,Pain,Affect
BPI13,Please rate your pain by selecting the one number that best describes your pain at its <U>least</U> in the last week.,Least pain in the last week,0 = 0 1 = 1 2 = 2 3 = 3 4 = 4 5 = 5 6 = 6 7 = 7 8 = 8 9 = 9 10 = 10,Pain,Affect
BPI14,Please rate your pain by selecting the one number that best describes your pain on the <U>average</U>.,Average amount of pain,0 = 0 1 = 1 2 = 2 3 = 3 4 = 4 5 = 5 6 = 6 7 = 7 8 = 8 9 = 9 10 = 10,Pain,Affect
BPI15,Please rate your pain by selecting the one number that tells how much pain you have <U>right now</U>.,Amount of pain right now,0 = 0 1 = 1 2 = 2 3 = 3 4 = 4 5 = 5 6 = 6 7 = 7 8 = 8 9 = 9 10 = 10,Pain,Affect
BPI23a,"Select the one number that describes how, during the past week, <U>pain</U> has interfered with your:",General activity,0 = 0 1 = 1 2 = 2 3 = 3 4 = 4 5 = 5 6 = 6 7 = 7 8 = 8 9 = 9 10 = 10,Pain,Interference/Quality
BPI23b,"Select the one number that describes how, during the past week, <U>pain</U> has interfered with your:",Mood,0 = 0 1 = 1 2 = 2 3 = 3 4 = 4 5 = 5 6 = 6 7 = 7 8 = 8 9 = 9 10 = 10,Pain,Interference/Quality
BPI23c,"Select the one number that describes how, during the past week, <U>pain</U> has interfered with your:",Walking ability,0 = 0 1 = 1 2 = 2 3 = 3 4 = 4 5 = 5 6 = 6 7 = 7 8 = 8 9 = 9 10 = 10,Pain,Interference/Quality
BPI23d,"Select the one number that describes how, during the past week, <U>pain</U> has interfered with your:",Normal work (includes both work outside the home and housework),0 = 0 1 = 1 2 = 2 3 = 3 4 = 4 5 = 5 6 = 6 7 = 7 8 = 8 9 = 9 10 = 10,Pain,Interference/Quality
BPI23e,"Select the one number that describes how, during the past week, <U>pain</U> has interfered with your:",Relations with other people,0 = 0 1 = 1 2 = 2 3 = 3 4 = 4 5 = 5 6 = 6 7 = 7 8 = 8 9 = 9 10 = 10,Pain,Interference/Quality
BPI23f,"Select the one number that describes how, during the past week, <U>pain</U> has interfered with your:",Sleep,0 = 0 1 = 1 2 = 2 3 = 3 4 = 4 5 = 5 6 = 6 7 = 7 8 = 8 9 = 9 10 = 10,Pain,Interference/Quality
BPI23g,"Select the one number that describes how, during the past week, <U>pain</U> has interfered with your:",Enjoyment of life,0 = 0 1 = 1 2 = 2 3 = 3 4 = 4 5 = 5 6 = 6 7 = 7 8 = 8 9 = 9 10 = 10,Pain,Interference/Quality
BP01,,How much <U>bodily</U> pain have you had during the <U>past week</U>?,1 = None 2 = Very mild 3 = Mild 4 = Moderate 5 = Severe 6 = Very severe,Pain,Affect
BP02,,"During the <U>past week</U>, how much did <U>pain</U> interfere with your normal work (including both work outside the home and housework)?",1 = Not at all 2 = A little bit 3 = Moderately 4 = Quite a bit 5 = Extremely,Pain,Affect
HAQ1a,Over the past week,Are you able to dress yourself including tying shoelaces & doing buttons?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ1b,Over the past week,Are you able to shampoo your hair?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ2a,Over the past week,Are you able to stand up from a straight chair?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ2b,Over the past week,Are you able to get in and out of bed?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ3a,Over the past week,Are you able to cut your own meat?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ3b,Over the past week,Are you able to lift a full cup or glass to your mouth?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ3c,Over the past week,Are you able to open a new milk carton?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ4a,Over the past week,Are you able to walk outdoors on flat ground?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ4b,Over the past week,Are you able to climb up five steps?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ5a,Over the past week,Are you able to wash and dry your body?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ5b,Over the past week,Are you able to take a tub bath?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ5c,Over the past week,Are you able to get on and off the toilet?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ6a,Over the past week,Are you able to reach and get down a 5 pound object from above your head?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ6b,Over the past week,Are you able to bend down and pick up clothing from the floor?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ7a,Over the past week,Are you able to open car doors?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ7b,Over the past week,Are you able to open previously opened jars?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ7c,Over the past week,Are you able to turn faucets on and off?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ8a,Over the past week,Are you able to run errands and shop?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ8b,Over the past week,Are you able to get in and out of a car?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ8c,Over the past week,Are you able to do chores such as vacuuming or yard work?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ9, ,"To get dressed, do you usually need a buttonhook, zipper pull or other gadget, or require help from another person?",1 = Yes 0 = No,Physical Function,"Part I, Part III"
HAQ10, ,"To stand up from a sitting position, do you usually need a special chair, a raised toilet seat, or help from another person?",1 = Yes 0 = No,Physical Function,"Part I, Part III"
